State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
3600,11/4/2020,-0.574,-23.9,-50.4,2.82,17.4,-4.25,-52.3,14.2,11.6
4400,11/4/2020,-4.6,-43.1,-66.6,-6.35,23.9,-44,-18.5,23,22.8
900,11/5/2020,2.3,-26.2,-38.4,11.7,30.3,1.01,-65.1,22.6,17.8
2500,11/5/2020,1.25,-25,-30.4,13.8,28.2,16.4,-57.7,23.9,19.4
3400,11/5/2020,0.0954,-21.1,-26.2,10.3,14.9,-6.8,-43,16.6,18.5
3600,11/5/2020,-0.666,-24.3,-48.4,0.535,16.5,-5.22,-52.2,13.2,10.5
4400,11/5/2020,-9.5,-43.4,-70.2,-6.48,25.5,-57.7,-24.2,20.5,16.9
900,11/6/2020,1.51,-27.1,-37.6,10.9,31.1,1.79,-62.4,19.5,12.4
2500,11/6/2020,0.292,-25.6,-31.2,13.1,28.6,6.54,-61.4,23.4,18.1
3400,11/6/2020,-0.894,-20.7,-24.1,10.8,12.7,-7.9,-42.5,15.2,17.7
3600,11/6/2020,-2.1,-24.8,-46.6,0.113,14.9,-8.58,-51.9,11.5,8.71
4400,11/6/2020,-6.13,-41.9,-60.5,-6.6,37.7,-62.8,-35.6,23.6,12.7
900,11/7/2020,-2.36,-27.7,-35.7,5.44,23.1,-0.668,-63.5,12.7,6.49
2500,11/7/2020,-0.322,-23.3,-30.3,9.53,24.5,5.08,-62.4,20.9,17.3
3400,11/7/2020,-2.41,-20.6,-23.9,7.82,9.5,-9.48,-43,11.4,13.4
3600,11/7/2020,-2.46,-22.8,-44.2,-0.975,13.1,-10.3,-51.8,10,7.64
4400,11/7/2020,-10.2,-42.3,-59.2,-5.49,31.3,-69,-38.3,20.6,13.2
900,11/8/2020,-3.07,-27,-36.6,1.97,21.4,0.649,-65.6,10.1,3.5
2500,11/8/2020,0.203,-22.8,-23.7,7.79,24.4,-0.523,-63.7,19.9,15.6
3400,11/8/2020,-0.946,-20.4,-23.1,6.64,8.91,-4.62,-43.3,11.1,13.4
3600,11/8/2020,-1.94,-21.9,-42.3,-2.35,12,-9.38,-52.6,9.07,6.84
4400,11/8/2020,-11.2,-40.9,-62.1,-10.4,27.4,-20.7,-29.7,11.4,-0.24
900,11/9/2020,-5.72,-26.3,-35.6,-1.45,17.8,-1.82,-67.9,6.82,0.339
2500,11/9/2020,-1.55,-22.5,-28.3,6.26,21.3,-2.98,-67.1,17.7,14.1
3400,11/9/2020,-2.59,-21.3,-21.7,4.63,7.29,-7.06,-44.8,9.65,12
3600,11/9/2020,-3.21,-21.8,-42.3,-3.81,10.6,-11.8,-55.3,8.06,6.1
4400,11/9/2020,-15.2,-39.4,-59.1,-7.54,21.5,-23.2,-31.3,9.63,1.09
900,11/10/2020,-5.53,-25.6,-33.6,-3.95,18.9,-1.18,-68.6,5.38,-2.39
2500,11/10/2020,-2.27,-22.6,-27.1,2.01,21.2,-5.61,-66.1,15.6,10.3
3400,11/10/2020,-2.66,-22.1,-21.9,3.68,6.86,-4.7,-43.2,9.21,11.6
3600,11/10/2020,-3.67,-22,-44.5,-4.39,9.71,-10,-57,7.88,6.51
4400,11/10/2020,-17.6,-39.3,-48.1,-16.7,21.3,-25.6,-42.1,6.81,-3.64
900,11/11/2020,-1.34,-21.3,-40.9,-1.37,23.7,8.36,-67.8,9.82,1.96
2500,11/11/2020,-1.22,-21.1,-27.8,1.24,19.9,-7.56,-64.9,15.2,10.6
3400,11/11/2020,-1.71,-22.1,-19.3,3.7,7.78,-0.243,-43.3,9.64,11.6
3600,11/11/2020,-2.36,-21.6,-44.3,-1.88,11.5,-7.67,-56.3,9.98,8.89
4400,11/11/2020,-11.5,-29.6,-46.1,-16,20.1,-28,-51,7.5,-1.45
900,11/12/2020,-4.58,-25.1,-36.3,-2.06,19.1,-4.76,-68.1,8.24,1.86
2500,11/12/2020,-1.67,-21.4,-28.1,3.68,18.8,-6.24,-66,14.5,10.3
3400,11/12/2020,-1.87,-21.6,-22,4.93,7.52,-2.85,-43.7,9.93,12.4
3600,11/12/2020,-2.46,-21,-45.4,0.39,12.3,-6.03,-57.7,11.2,10.4
4400,11/12/2020,-11.9,-34.2,-35,-14.3,14.7,-30.5,-30.4,6.16,0.209
900,11/13/2020,-4.23,-24.9,-35.6,0.984,20.2,-3.28,-69.7,11.6,6.4
2500,11/13/2020,-1.5,-21.2,-26.8,4.79,19.3,-5.22,-64,15,10.8
3400,11/13/2020,-0.975,-21.7,-21.7,6.43,9.44,-1.19,-43.8,11.5,13.7
3600,11/13/2020,-1.35,-20.9,-45.4,2.76,14.1,-2.03,-57.9,13.3,12.7
4400,11/13/2020,-8.04,-34.2,-42.5,-9.7,13.4,-32.9,-4.6,7.91,4.26
900,11/14/2020,-2.73,-25.3,-38.3,1.97,21.8,-3.69,-69.6,14.9,10.6
2500,11/14/2020,-0.863,-22.2,-29.1,6.61,18.8,-9.37,-62.9,17.1,15.3
3400,11/14/2020,0.488,-21.5,-20.5,10.1,11.5,-0.929,-42.8,14.4,17.3
3600,11/14/2020,-0.313,-21.9,-45,4.95,16.4,-0.924,-58.1,16.3,16.3
4400,11/14/2020,-9.23,-32.8,-46.5,-6.81,14.3,-35.4,-40.5,4.28,-3
900,11/15/2020,-1.77,-26.1,-41.1,3.88,23.3,-3.5,-68.6,18,14.8
2500,11/15/2020,-0.815,-23.1,-31.3,9.16,17.8,-6.16,-61.5,18.5,19.1
3400,11/15/2020,0.734,-22.1,-21.3,13.4,13.5,-2.75,-40.9,17,20.4
3600,11/15/2020,-0.0159,-23.7,-45.6,8.22,17.9,-1.57,-57.4,19.3,20.3
4400,11/15/2020,-6.9,-31.6,-39.6,2.42,14.5,-37.8,-59.4,11.1,8.79
900,11/16/2020,-1.47,-27,-45.6,5.51,21.3,-1.01,-68.8,19,17.6
2500,11/16/2020,-0.958,-23.5,-34.4,9.53,16.3,-4.68,-60.7,17.5,18.5
3400,11/16/2020,0.683,-22,-21.6,14.1,13,-2.43,-41.8,16.9,20.7
3600,11/16/2020,0.592,-24,-45.3,10.6,18.4,-0.982,-57.4,20.4,21.9
4400,11/16/2020,-5.17,-34,-40.3,8.5,16.2,-31.3,-66.5,16,16.5
900,11/17/2020,-1.73,-28.1,-44.1,5.04,19.3,-3,-69.1,19.6,19.7
2500,11/17/2020,-1.14,-23.8,-31.7,13.2,14.4,-0.814,-63.3,17.8,21.1
3400,11/17/2020,0.186,-21.9,-22.7,14.7,11.3,-4.6,-45.4,16.2,20.7
3600,11/17/2020,0.706,-24.5,-46,12.7,17.7,-1.26,-58.8,20.8,23.2
4400,11/17/2020,-5.83,-31.1,-48.6,15.7,15.1,-27.4,-64.9,18.5,21.9
900,11/18/2020,-1.25,-28.3,-51.8,5.06,19.5,-3.58,-67.4,19.1,18.8
2500,11/18/2020,0.242,-23.2,-36.2,16.8,16,-1.21,-63.2,20.4,24.8
3400,11/18/2020,1.17,-22.5,-21.6,17,14.1,-3.27,-45.4,18.5,22.7
3600,11/18/2020,2.17,-25.1,-47.6,15.7,20.3,1.06,-59.4,23.4,25.9
4400,11/18/2020,-3.08,-25.5,-55.3,4.18,14.7,-38.1,-56.6,15.4,16.5
900,11/19/2020,-0.473,-26.8,-50.3,7.42,21.7,-4.67,-66.8,21.3,21
2500,11/19/2020,0.512,-22.7,-36.5,16.2,18.3,0.157,-66.1,22.4,26.5
3400,11/19/2020,0.793,-23.3,-21.3,16.5,14.3,-1.33,-46,18.4,22.2
3600,11/19/2020,1.37,-25.5,-51.2,15.9,19.7,-2.03,-59.4,23,25.6
4400,11/19/2020,-1.96,-28.2,-62.4,4.64,16.2,-33.2,-58,14.9,14.4
900,11/20/2020,-0.236,-27,-51.7,6.04,22.2,-9.55,-64.7,19.8,18.4
2500,11/20/2020,1.13,-22.8,-38.2,16.3,19.1,-0.261,-67.3,23.5,27.8
3400,11/20/2020,0.399,-24.3,-21.8,14.6,14,-3.02,-46.8,17.7,21.3
3600,11/20/2020,0.7,-25.5,-53,13.1,19.3,-3.47,-59.8,21.6,23.5
4400,11/20/2020,-3.93,-30.6,-66.4,8.71,16.3,-39.5,-38.1,18.7,21.4
900,11/21/2020,-1.02,-28.3,-51.8,6.61,20.6,-10.4,-65.2,18.4,17
2500,11/21/2020,1.24,-24.2,-37.4,16,20,4.57,-66.1,22.4,24.8
3400,11/21/2020,0.22,-25.5,-23.2,13.6,13.3,-5.4,-48,17.6,21.6
3600,11/21/2020,0.19,-26.3,-56.5,12.9,17.6,-4.48,-60.4,20.5,22.8
4400,11/21/2020,-2.97,-33.1,-66.3,1.01,17.2,-38.1,-21,20.5,24
900,11/22/2020,-1.18,-28.5,-52.8,6.96,19.5,-13.7,-66.9,17.5,16.1
2500,11/22/2020,1.79,-25.3,-36.9,15.4,20.8,6.68,-66.8,23.3,25.7
3400,11/22/2020,0.961,-26.6,-20.8,14,13.2,-5.78,-49.5,17.6,21.8
3600,11/22/2020,0.984,-26.5,-57.1,13.2,16.8,-2.96,-61.2,20.1,22.9
4400,11/22/2020,-3.7,-36.9,-67.3,-5.22,17,-31.3,-9.8,16.7,16.7
900,11/23/2020,-1.74,-29.3,-52.8,8.18,21.1,-18,-68.2,17.8,15.7
2500,11/23/2020,2.15,-25.2,-35,16.3,23.8,3,-66.5,26.1,28.3
3400,11/23/2020,0.774,-26.2,-22.8,14.6,14.4,-6.44,-50.5,18.3,22
3600,11/23/2020,1.08,-26.1,-59.7,14.3,18.1,-1.37,-61.8,21.2,23.8
4400,11/23/2020,0.825,-36.2,-51.4,-8.43,14.5,-22.5,7.15,21,27.1
900,11/24/2020,-0.31,-28.1,-55,11.1,27.9,-20.8,-69.2,21.8,17.8
2500,11/24/2020,4.2,-24.2,-37.4,19.6,31.8,-0.839,-64.8,32.1,32.3
3400,11/24/2020,1.76,-25.3,-23.2,15.8,18.6,-6.02,-50.8,20.8,23.1
3600,11/24/2020,2.24,-24.8,-58.7,16.8,22.3,-4.9,-61.2,24.4,26
4400,11/24/2020,5.03,-39.3,-40.9,-2.99,13.2,-35.9,25.2,22.9,31.9
900,11/25/2020,-1.73,-27.9,-54.1,4.89,12.4,-16.3,-70.2,12.6,12.4
2500,11/25/2020,1.84,-25.7,-32.7,13.9,15.9,-5.21,-63.3,21,26.8
3400,11/25/2020,-0.674,-25.4,-25.6,10.2,5.72,-4.9,-50.3,12.8,19.5
3600,11/25/2020,0.729,-24.7,-54,12.8,9.99,-4.57,-57.9,17,23.1
4400,11/25/2020,-4.57,-46.1,-23.7,-6.82,-2.63,-40.9,14.2,12.5,28.7
900,11/26/2020,-2.87,-29.9,-56.3,-2.01,12.8,-19.5,-69.4,9.15,6.6
2500,11/26/2020,0.398,-27.3,-40.4,15.7,16.6,-13.9,-63.3,22.7,29.1
3400,11/26/2020,-2.96,-27.2,-30.3,4.52,4.25,-8.41,-50.8,9.45,14.2
3600,11/26/2020,-1.55,-26.2,-54.3,6.99,6.85,-5.63,-59.1,12.6,17.2
4400,11/26/2020,-5.69,-48.2,-24.3,3.81,-1.97,-51.9,63.1,16.3,34.5
900,11/27/2020,-6.48,-33.2,-53,-4.29,9.77,-19.9,-71.7,6.15,4.2
2500,11/27/2020,-2.78,-29.3,-41.9,5.02,13.5,-28.5,-63.5,15.5,17.2
3400,11/27/2020,-5.15,-28.5,-29.7,1.33,5.23,-12.2,-51.7,7.03,8.99
3600,11/27/2020,-2.53,-27.3,-52.6,3.22,9.26,-8.19,-59.1,11.4,12.8
4400,11/27/2020,-8.41,-49.4,-38.7,-5.73,-4.94,-32.6,-1.32,6.5,15.7
900,11/28/2020,4.91,-28.2,-52.6,8.58,16.7,-7.9,-68.5,19.6,21.4
2500,11/28/2020,8.53,-25.5,-38.1,29.8,23.7,-0.95,-64.2,35,47.3
3400,11/28/2020,3.6,-26.7,-30.4,17.4,5.06,7.87,-49,18.3,30.4
3600,11/28/2020,6.41,-24.5,-49.1,20.3,10.8,8.92,-57.9,23.6,34.2
4400,11/28/2020,8.68,-47.1,-18.7,25.5,7.49,-25.5,14.3,30.5,53.2
900,11/29/2020,-5.03,-31,-55.8,-6.75,6.76,-14.8,-69.7,4.25,2.94
2500,11/29/2020,-3.59,-28.3,-45.8,2.29,9.52,-21.4,-67.2,12.5,14.8
3400,11/29/2020,-5.38,-27.3,-34.2,0.0114,1.24,-5.14,-50.7,4.81,8.02
3600,11/29/2020,-2.62,-26.3,-51.9,2.7,6.03,-3.45,-58.9,9.6,12
4400,11/29/2020,-3.15,-47.9,-39.5,-1.7,-3.55,-24.5,11.8,8.24,17.3
900,11/30/2020,-2.68,-26.9,-60.6,2.48,16.5,-18.7,-70.2,16,16
2500,11/30/2020,-5.22,-29.4,-52.3,11.7,16.8,-6.43,-71.2,20.2,23.1
3400,11/30/2020,-5.02,-26.2,-44.4,10.4,7.76,-12.7,-53.6,14.7,20.4
3600,11/30/2020,-3.32,-26.4,-55.6,9.15,14.2,-14,-62,17.2,19.2
4400,11/30/2020,-5.29,-37.8,-72.8,1.08,14,-33.7,-3.92,15.5,16.6
900,12/1/2020,1.7,-30,-48.6,6.58,3.38,-13.2,-62.4,14.6,21.7
2500,12/1/2020,-1.45,-31.1,-37.9,16.4,2.81,-6.05,-64.5,16.6,29.9
3400,12/1/2020,-0.256,-28.5,-30.2,15.2,-3.19,-11.3,-47.3,13,26.1
3600,12/1/2020,0.691,-28.6,-46.4,13.1,2.11,-10.3,-55.7,15.6,25.3
4400,12/1/2020,-4.21,-44.8,-68.8,2.67,-0.0291,-28.1,15,10.9,20.9
900,12/2/2020,3.27,-28.2,-48,8.47,11.4,-8.13,-63.5,18,21.9
2500,12/2/2020,-1.33,-31,-38.8,14.6,11.6,0.461,-65.3,19.9,27.2
3400,12/2/2020,-0.556,-28.2,-31.5,15.5,1.19,-9.33,-48.4,14.6,25
3600,12/2/2020,0.373,-28.6,-48,12.2,6.28,-10,-57.5,15.9,22.3
4400,12/2/2020,1.55,-40.3,-69.9,20.6,11.8,-24.8,-6.05,21.3,29.5
900,12/3/2020,4.69,-29.4,-47.9,10.4,11.4,-9.16,-59.2,20.2,25.6
2500,12/3/2020,2.93,-31.3,-36,19.9,14.4,5.15,-61.7,24.5,33.6
3400,12/3/2020,1.49,-28.6,-25.8,17.1,0.742,-10.7,-45.4,16,27.6
3600,12/3/2020,0.872,-29.7,-49,14.6,4.63,-10.9,-55.2,17.6,26.2
4400,12/3/2020,6.05,-43.3,-67.6,28.1,10.3,-33.6,4.88,25.8,39.9
900,12/4/2020,3.9,-31.2,-46.6,7.14,9.63,-4.66,-60.5,17.9,22.8
2500,12/4/2020,4.18,-31.8,-34.9,19.1,16.6,17.8,-61.9,24.8,32
3400,12/4/2020,0.766,-29.4,-24.7,14.1,-0.657,-7.94,-44.4,13.5,23.9
3600,12/4/2020,0.577,-31,-48.8,13.2,3.43,-8.56,-55.1,16,24.2
4400,12/4/2020,5,-43.6,-70.8,19.3,6.54,-26.8,-5.55,14.4,22
900,12/5/2020,1.26,-33.3,-46.2,-0.559,11.7,1.24,-60.5,12.3,13.1
2500,12/5/2020,2.17,-33.2,-36,10.2,21,19.5,-56.4,20.2,20
3400,12/5/2020,0.0628,-27.9,-23.5,8.32,4.22,-3.26,-43.5,11.4,17
3600,12/5/2020,-0.557,-29.7,-48,5.24,7.8,-6.53,-54.4,11.8,14.3
4400,12/5/2020,0.877,-43.9,-73.7,6.62,8.47,-33.7,-15.8,7.97,9.24
900,12/6/2020,-0.0185,-34.1,-44.5,-5.65,16.1,9.63,-59.7,9.47,6.56
2500,12/6/2020,1.87,-33,-35.2,4.71,24.9,27.7,-52.6,18.7,14.4
3400,12/6/2020,-0.142,-27.5,-21.2,3.32,8.96,-0.165,-42.6,10.3,12.2
3600,12/6/2020,-1.18,-29.6,-49.1,0.617,12.2,-4.39,-55,10.2,9.1
4400,12/6/2020,0.35,-42.9,-72.2,-1.49,14.4,-27.7,-10.9,7.02,3.67
900,12/7/2020,-0.429,-34.3,-43.7,-5.32,16.3,8.19,-61.5,9.57,6.52
2500,12/7/2020,0.687,-33.1,-39.6,3.88,24.7,20.9,-50.7,17.5,12.3
3400,12/7/2020,-0.0362,-28.3,-22.6,5.45,10.5,-0.464,-43.1,11.9,13.8
3600,12/7/2020,-1.63,-29.9,-50.9,2.29,12.3,-5.78,-55.1,11,10.2
4400,12/7/2020,-0.258,-47.1,-70.9,-2.51,14.7,-34.7,-31.8,6.24,2.04
900,12/8/2020,-3.56,-35.7,-47.7,-8.07,10.6,7.94,-61.9,5.68,3.49
2500,12/8/2020,-0.152,-34.2,-42,4.02,21.1,17.5,-53.3,15.6,11.5
3400,12/8/2020,-2.78,-30,-21.8,1.79,6.54,-4.11,-44.3,9.05,11.6
3600,12/8/2020,-4.32,-32.3,-53.8,-0.0281,8.09,-7.95,-58.1,8,8.02
4400,12/8/2020,0.285,-46.7,-68.6,-3.48,10.2,-33.7,-31.2,9.28,9.93
900,12/9/2020,-3.6,-35.5,-49.8,-8.61,16.1,10.2,-65.4,7.29,3.25
2500,12/9/2020,0.244,-32.7,-40.9,2.74,26.2,28.6,-57.6,17.8,11.7
3400,12/9/2020,-2.61,-29,-23.3,0.221,11,-1.79,-46.4,10.3,10.8
3600,12/9/2020,-4.38,-31.8,-53.5,-1.44,12.8,-7.85,-59.1,9.03,6.76
4400,12/9/2020,-0.813,-38.1,-66,-15.6,17,-28.1,-35.5,9.82,6.27
900,12/10/2020,-2.64,-36.2,-45.7,-7.56,13.1,11.3,-65.1,6.53,3.43
2500,12/10/2020,-1.11,-32.2,-41.3,0.964,22.2,21.1,-56.1,15.7,10.8
3400,12/10/2020,-1.46,-29.2,-21.1,1.68,10.5,-1.03,-45.3,11,12.2
3600,12/10/2020,-2.79,-31.6,-49.9,-0.005,12.5,-7.68,-59.4,9.59,7.76
4400,12/10/2020,-2.54,-43,-65.1,-16,11.6,-30.4,69.5,7.2,5.25
900,12/11/2020,-0.69,-34.5,-45.6,-5.24,14.3,10.9,-64.9,9.68,7.49
2500,12/11/2020,-0.768,-32.3,-44,2.85,20.7,13.9,-54.7,16.2,12.7
3400,12/11/2020,-0.777,-28.7,-22.7,3.42,10.5,-2.18,-44.6,12.4,14.6
3600,12/11/2020,-1.28,-30.1,-50.6,2.24,13.1,-8.11,-58.7,11.4,10.3
4400,12/11/2020,0.276,-41.3,-65,-12.1,11,-32.7,70.9,15.8,20
900,12/12/2020,1.03,-32.3,-43.9,-2.98,14.5,11.6,-63.9,11.9,10.6
2500,12/12/2020,0.892,-29.8,-44.2,6.92,21.4,11.3,-60.1,19.8,18.6
3400,12/12/2020,-0.754,-28.2,-23.3,3.43,9.46,-2.89,-45.2,12,14.6
3600,12/12/2020,-0.878,-30.1,-52.4,2.93,13.5,-7.62,-58.1,12.7,12.2
4400,12/12/2020,4.81,-38.7,-58.2,-4.25,10.3,-27.9,100,20.9,29.3
900,12/13/2020,2.29,-29.8,-43,-0.566,14.6,10.8,-62.4,13,12.3
2500,12/13/2020,0.586,-28.1,-47.1,6.72,20.6,3.5,-64.3,19,17.8
3400,12/13/2020,-1.55,-27.6,-25.4,2.45,7.82,-5.19,-44.2,10.5,13.2
3600,12/13/2020,-1.57,-29.2,-53.1,2.27,12,-6.88,-57.9,11.6,11.4
4400,12/13/2020,4.93,-38.7,-64.2,-2.06,4.94,-30.5,111,19.1,30
900,12/14/2020,0.698,-29.2,-43.7,-1.8,13.5,6.37,-64.2,11.5,10.5
2500,12/14/2020,1.24,-26.6,-46.4,6.8,20.9,0.479,-65.4,19.2,17.8
3400,12/14/2020,-1.88,-27,-26.6,0.438,6.6,-6.35,-43.8,9.32,12
3600,12/14/2020,-1.08,-28,-54.2,2.4,11.9,-6.68,-57.5,11.6,11.4
4400,12/14/2020,4.44,-39.4,-65.8,0.635,5.91,-29.9,104,20.2,31.8
900,12/15/2020,2.18,-27.3,-46.3,-0.0262,19.9,1.46,-67.4,14.1,11.1
2500,12/15/2020,3.31,-26.1,-45.5,7.57,26.7,1.38,-64.8,22.6,19.4
3400,12/15/2020,-0.0163,-26.1,-24.8,2.03,12.2,-3.27,-44.2,12.3,13.1
3600,12/15/2020,0.534,-27.4,-50.3,2.49,16,-3.54,-57.2,13.7,12.2
4400,12/15/2020,5.39,-36.8,-46.6,5.85,12.2,-37.2,106,21.6,29.3
900,12/16/2020,1.76,-26.5,-46.7,-3.02,21.1,5.48,-65.4,12.1,7.35
2500,12/16/2020,3.68,-26,-49.4,7.1,31.6,-2.14,-63.5,23.5,17.2
3400,12/16/2020,-0.407,-26.6,-26.3,-0.817,13.7,-5.74,-42.8,11,9.94
3600,12/16/2020,0.67,-26.1,-51.9,0.236,16.9,-3.18,-56.3,12.7,9.96
4400,12/16/2020,3.48,-38.8,-73.9,0.182,15.9,-45.3,110,20.1,23.7
900,12/17/2020,-1.62,-27.2,-48.7,-6.21,17.5,-4.29,-66.9,8.24,3.4
2500,12/17/2020,-0.629,-29.5,-51.7,1.57,22.9,-11.8,-63.1,15.6,9.92
3400,12/17/2020,-2.9,-28.5,-27.5,-4.23,9.89,-10.8,-42.5,7.17,6.02
3600,12/17/2020,-1.96,-27.4,-53.4,-4.1,12.7,-7.56,-55.9,8.62,5.97
4400,12/17/2020,-3.88,-41.1,-75.9,-3.72,9.52,-57.1,-8.3,13.8,17.5
900,12/18/2020,-4.33,-27.7,-49.8,-8.66,12.3,-6.11,-66.8,4.15,-0.159
2500,12/18/2020,-2.79,-30.4,-49.9,-1.47,18.1,-8.45,-60.1,11.8,6.85
3400,12/18/2020,-3.63,-29,-26.2,-5.05,8.28,-10.7,-43.2,5.57,4.4
3600,12/18/2020,-2.88,-28.3,-51,-6.65,11.4,-7.71,-56.2,6.85,3.79
4400,12/18/2020,-10.3,-43.5,-77.9,-5.59,1.97,-37.8,-9.52,4.72,7.31
900,12/19/2020,-3.29,-28.1,-48.7,-6.71,13.6,-6.5,-66.4,5.32,0.779
2500,12/19/2020,-1.61,-29.7,-49.7,-1.02,20.8,-7.96,-59.8,12.5,6
3400,12/19/2020,-2.8,-29,-25.2,-4.28,9.5,-7.96,-41.8,5.87,4.05
3600,12/19/2020,-2.37,-27.8,-50.3,-5.36,11.5,-3.38,-55.7,7.05,3.99
4400,12/19/2020,-12.7,-43.3,-78.7,-9.42,7.04,-34.2,-22.5,4.08,2.29
900,12/20/2020,-4.47,-28,-47.6,-7.65,10,-9.03,-67.2,2.76,-1.43
2500,12/20/2020,-1.64,-30.3,-48.6,-1.49,18.5,-8.05,-57.7,11.2,5.22
3400,12/20/2020,-2.76,-28.6,-26.1,-3.57,8.14,-5.19,-42.1,5.17,3.74
3600,12/20/2020,-2.22,-28.3,-49.5,-4.73,9.86,-4.84,-55.2,6.19,3.54
4400,12/20/2020,-17.8,-47.7,-80.4,-11.8,9.99,-41.8,-23.9,3.47,-1.15
900,12/21/2020,-0.755,-25.8,-48.2,-1.44,15.4,-7.3,-65.4,8.15,3.67
2500,12/21/2020,2.29,-27.6,-48.2,4.79,25.4,-1.09,-57.7,17.7,11.3
3400,12/21/2020,0.766,-26.2,-25.9,3.05,13.2,0.558,-41,10.6,9.36
3600,12/21/2020,0.852,-26.8,-46.3,0.333,15.2,1.36,-55.5,11.2,8.07
4400,12/21/2020,-13.2,-44.7,-75,-8.36,12.3,-8.18,-49.5,5.65,1.22
900,12/22/2020,1.44,-24.9,-47.6,1.31,18,-5.7,-63.5,11.1,6.37
2500,12/22/2020,4.72,-24.6,-49.1,7.85,29.7,1.45,-57.5,21.6,14.7
3400,12/22/2020,2.54,-24,-25.4,6.98,14.9,2.79,-40.9,13.3,12.6
3600,12/22/2020,2.93,-23.5,-48,3.31,19.6,3.71,-53.7,14.8,10.9
4400,12/22/2020,-10.5,-44.2,-77.6,-9.91,10.9,-12.1,-41.1,5.96,2.81
900,12/23/2020,0.216,-26.2,-48.2,1.73,12.5,-7.48,-62.4,8.47,4.92
2500,12/23/2020,2.46,-25.6,-49.1,7.26,23.5,-6.77,-57.6,18.3,13.1
3400,12/23/2020,1.5,-23.3,-27.2,7.45,11.2,6.87,-44.2,11.7,12.1
3600,12/23/2020,1.8,-24.9,-51.8,3.86,16.9,6.94,-54.8,13.8,10.7
4400,12/23/2020,-7.97,-42.1,-62,-8.63,-5.29,2.78,-13.7,-1.48,2.65
900,12/24/2020,4.82,-24.6,-48.2,7.53,22.1,8.66,-61.5,16.2,11.2
2500,12/24/2020,10.4,-21.4,-48.6,19.4,35.3,5.49,-56.9,29.9,24.1
3400,12/24/2020,5.17,-23,-28.5,13.1,17.8,11.2,-42.2,17.7,17.6
3600,12/24/2020,5.76,-23.3,-50.8,10.6,24.4,13.6,-52.5,20.7,16.9
4400,12/24/2020,-0.692,-37.9,-68.6,-9,7.76,17.6,-50.3,5.59,4.52
900,12/25/2020,4.39,-31,-48.5,9.61,25.5,5.69,-63.8,17.3,11.6
2500,12/25/2020,5.75,-30.2,-52.9,16.7,33.6,-2.24,-62.3,27.6,22.1
3400,12/25/2020,3.7,-29.2,-29.5,13.9,18.4,8.55,-43.1,18.5,18.8
3600,12/25/2020,3.12,-29.7,-55.1,11.3,23.6,13,-55,19.9,16.6
4400,12/25/2020,-2.66,-46.3,-65.3,-7.51,15.4,32.5,-16.2,11.8,10.4
900,12/26/2020,0.313,-30.6,-53.4,5.33,20.5,1.71,-64.8,12.9,7.38
2500,12/26/2020,3.28,-30.3,-48.5,15.3,28,5.72,-61.3,23.5,19.1
3400,12/26/2020,1.8,-30.2,-30.6,12.3,16.5,9.49,-46.1,16.4,16.6
3600,12/26/2020,2.07,-30.1,-54,9.1,23,14.1,-56.3,18.7,14.9
4400,12/26/2020,-2.79,-45.7,-62.8,-7.21,1.76,47.4,-32.6,5.55,10.8
900,12/27/2020,-0.471,-33.1,-55.5,5.25,21.3,0.0876,-64.4,13.6,7.97
2500,12/27/2020,2.5,-31.8,-49.4,17.3,28.3,5.58,-63.3,24.8,21.1
3400,12/27/2020,0.901,-32.1,-30.5,12.6,16.4,8.9,-47.1,16.7,17.2
3600,12/27/2020,1.47,-31.6,-54.9,9.32,24.1,18.4,-56,19.7,15.8
4400,12/27/2020,0.689,-45.2,-58.2,-4.8,-1.94,62.2,-27.8,6.97,17
900,12/28/2020,-1.96,-31.9,-54.7,2.2,18.3,-1.29,-64.4,11.2,6.18
2500,12/28/2020,0.553,-32.9,-49.6,13.4,24.4,7.11,-60.9,21.8,18.9
3400,12/28/2020,-1.67,-33.9,-28.5,9.62,13,3.93,-48.2,14.2,15.6
3600,12/28/2020,-0.867,-33,-55,5.79,21.1,10.6,-55.4,17.3,14.1
4400,12/28/2020,-2.62,-45.7,-62.7,-9.62,-3.6,32.7,-5.7,5.52,15.6
900,12/29/2020,-3.9,-32.6,-53.3,0.457,11.4,-0.34,-65.4,7.52,4.47
2500,12/29/2020,-2.74,-34.6,-50.6,10.6,16.8,8.06,-62.3,16.7,15.8
3400,12/29/2020,-4.29,-35.9,-30.4,5.98,7.9,-0.218,-48.6,10.4,12.8
3600,12/29/2020,-3.21,-36.1,-54.6,4.97,14.6,7.3,-57.3,14,13.3
4400,12/29/2020,-4.6,-46.2,-65.6,-7.31,-7.85,38.6,-12.1,7.6,23.3
900,12/30/2020,-4.56,-31.3,-49.6,1.65,10.4,-5.66,-67.2,7.82,5.59
2500,12/30/2020,-3.75,-34.5,-47.9,8.09,13.1,12.7,-62.2,14,14.1
